raw_mbit,workload_gflop,result_ratio,feature_ratio,preprocess_fraction,compute_power_w,onboard_rate_gflops,ground_rate_gflops,reference_link_mbps,result_mbit,feature_mbit,onboard_heat_j,ground_tx_heat_j,onboard_latency_ms,ground_compute_ms
8.505011,0.26323652,0.017330822,0.08521029,0.20088243,6.0964932,4.0,80.0,50.0,0.14739881,0.72471446,0.31293982,0.5613307,65.80913,3.2904565
62.341717,3.412069,0.030544782,0.26575282,0.4108046,16.599798,4.0,80.0,50.0,1.9042143,16.567488,11.044734,4.1145535,853.0173,42.650864
52.711296,3.8027892,0.044256527,0.27167383,0.4368526,17.593231,4.0,80.0,50.0,2.332819,14.320279,13.046153,3.4789455,950.6973,47.534866
52.555653,2.4571722,0.041448686,0.20997457,0.3471448,14.012811,4.0,80.0,50.0,2.1783628,11.035352,6.7142186,3.4686732,614.293,30.714651
13.935693,1.7987579,0.01963493,0.20069999,0.30325052,12.048816,4.0,80.0,50.0,0.27362636,2.7968934,4.226216,0.91975576,449.68945,22.484474
28.383394,2.0184844,0.049961228,0.20726146,0.31789896,12.725069,4.0,80.0,50.0,1.4180692,5.8827834,5.008644,1.873304,504.6211,25.231054
43.139942,0.8843559,0.019885538,0.15696749,0.24229039,8.896548,4.0,80.0,50.0,0.857861,6.771569,1.5342045,2.8472362,221.08897,11.054448
9.464758,0.970206,0.030938732,0.15380818,0.24801373,9.224634,4.0,80.0,50.0,0.2928276,1.4557573,1.74521,0.624674,242.5515,12.127575
20.671856,1.1804773,0.016637899,0.11596357,0.26203182,9.993651,4.0,80.0,50.0,0.34393623,2.3971822,2.3004692,1.3643425,295.11932,14.755965
51.792946,2.9979134,0.04287999,0.2022465,0.3831942,15.508653,4.0,80.0,50.0,2.220881,10.474942,9.066251,3.4183342,749.47833,37.473915
21.188707,3.057199,0.01551466,0.2633875,0.3871466,15.667498,4.0,80.0,50.0,0.3287356,5.580841,9.340239,1.3984548,764.29974,38.21499
9.132596,0.47146517,0.021530552,0.15788308,0.21476434,7.152578,4.0,80.0,50.0,0.19662982,1.4418824,0.65757734,0.6027513,117.866295,5.893315
59.002174,3.057582,0.011338378,0.22467746,0.38717213,15.66852,4.0,80.0,50.0,0.66898894,13.256458,9.342017,3.8941433,764.39545,38.219772
17.34829,1.140606,0.039299376,0.121435724,0.25937372,9.851215,4.0,80.0,50.0,0.68177694,2.106702,2.1910892,1.1449871,285.1515,14.257575
28.784018,2.9601693,0.016835619,0.21126413,0.38067797,15.407033,4.0,80.0,50.0,0.48459673,6.0810304,8.893449,1.8997452,740.04236,37.002117
51.643192,3.0262115,0.043642245,0.18805474,0.38508075,15.584588,4.0,80.0,50.0,2.2538247,9.711747,9.196641,3.4084506,756.55286,37.827644
40.92411,1.058498,0.02247723,0.12723784,0.25389987,9.553082,4.0,80.0,50.0,0.9198606,5.2070956,1.9718242,2.7009912,264.6245,13.231225
48.194065,3.1197646,0.021700662,0.20982799,0.39131764,15.834131,4.0,80.0,50.0,1.0458431,10.112464,9.632758,3.1808083,779.9411,38.997055
50.288948,1.8680439,0.029446127,0.19656104,0.30786958,12.264605,4.0,80.0,50.0,1.4808148,9.884849,4.46761,3.3190706,467.011,23.350548
62.172623,3.9311428,0.044793397,0.280234,0.4454095,17.912792,4.0,80.0,50.0,2.784923,17.422884,13.73146,4.103393,982.7857,49.139286
52.782185,2.459511,0.022884754,0.19672784,0.34730074,14.019482,4.0,80.0,50.0,1.2079073,10.383725,6.723809,3.483624,614.87775,30.743889
12.010007,0.5635152,0.0433575,0.1304344,0.22090101,7.571783,4.0,80.0,50.0,0.5207238,1.5665178,0.8320288,0.7926604,140.8788,7.0439396
52.84919,2.4964647,0.030560328,0.22680466,0.34976432,14.124624,4.0,80.0,50.0,1.6150885,11.986442,6.8760166,3.4880464,624.11615,31.205809
19.25144,1.9372716,0.03092078,0.21417706,0.31248477,12.477825,4.0,80.0,50.0,0.59526956,4.1232166,4.7137227,1.2705951,484.3179,24.215895
56.100647,3.5421984,0.013917105,0.2724435,0.4194799,16.934277,4.0,80.0,50.0,0.7807586,15.284257,11.696991,3.7026427,885.5496,44.27748
21.596106,1.1641855,0.049889155,0.1853111,0.2609457,9.935628,4.0,80.0,50.0,1.0774114,4.0019975,2.2555482,1.4253429,291.0464,14.55232
61.203083,3.6955132,0.0367651,0.2202617,0.42970088,17.323656,4.0,80.0,50.0,2.2501373,13.480695,12.483861,4.0394034,923.8783,46.193913
44.92894,2.8931575,0.030865904,0.25376558,0.3762105,15.225652,4.0,80.0,50.0,1.3867724,11.401419,8.58979,2.96531,723.28937,36.164467
20.005243,1.9620264,0.014530288,0.21294084,0.3141351,12.553513,4.0,80.0,50.0,0.29068196,4.2599335,4.802913,1.3203461,490.5066,24.52533
17.582077,0.95681816,0.048091263,0.15141734,0.24712121,9.174063,4.0,80.0,50.0,0.8455443,2.6622312,1.7116926,1.1604171,239.20454,11.960227
15.185302,1.5872612,0.028057642,0.17485046,0.28915074,11.374032,4.0,80.0,50.0,0.42606378,2.655157,3.5204442,1.0022299,396.8153,19.840765
60.71609,3.7703142,0.016808491,0.2548887,0.4346876,17.511868,4.0,80.0,50.0,1.0205458,15.475846,12.874923,4.007262,942.57855,47.12893
13.333062,1.0430529,0.032073844,0.11966464,0.2528702,9.496238,4.0,80.0,50.0,0.42764255,1.595496,1.9314903,0.8799821,260.7632,13.038161
18.868502,1.2660815,0.029794952,0.12967701,0.26773876,10.294689,4.0,80.0,50.0,0.5621861,2.446811,2.5416133,1.2453212,316.52036,15.826018
39.932606,2.2685485,0.046166707,0.19677691,0.3345699,13.46836,4.0,80.0,50.0,1.843557,7.8578153,5.9579573,2.635552,567.1371,28.356855
32.422832,1.1301364,0.04482877,0.12452269,0.25867575,9.813567,4.0,80.0,50.0,1.4534757,4.037379,2.1626806,2.1399071,282.53412,14.126705
53.91015,2.9856853,0.038582917,0.23213667,0.38237903,15.475773,4.0,80.0,50.0,2.0800107,12.514522,9.010129,3.5580697,746.4213,37.321068
45.823578,3.1776252,0.04514876,0.24231684,0.395175,15.987345,4.0,80.0,50.0,2.068878,11.103825,9.906349,3.0243564,794.4063,39.720314
16.925135,0.38482195,0.04692596,0.09857082,0.20898813,6.7348466,4.0,80.0,50.0,0.79422814,1.6683245,0.5053848,1.1170589,96.20548,4.810274
27.956776,2.954693,0.044571456,0.22785178,0.3803129,15.392258,4.0,80.0,50.0,1.2460741,6.370001,8.868483,1.8451471,738.6733,36.933666
44.484974,3.855698,0.022790618,0.21873547,0.4403799,17.725344,4.0,80.0,50.0,1.0138401,9.730442,13.326998,2.9360082,963.92456,48.196228
49.824566,1.5120447,0.030346077,0.13362227,0.28413633,11.12765,4.0,80.0,50.0,1.51198,6.657672,3.2809732,3.2884214,378.01117,18.900558
30.950068,3.3798654,0.028648918,0.26712942,0.4086577,16.516436,4.0,80.0,50.0,0.88668597,8.267674,10.88555,2.0427046,844.9663,42.248318
19.198055,2.0359862,0.02350776,0.17514497,0.31906575,12.777958,4.0,80.0,50.0,0.45130327,3.3624427,5.0730705,1.2670716,508.99655,25.449827
56.919884,3.686577,0.04921286,0.2622581,0.42910513,17.301096,4.0,80.0,50.0,2.8011901,14.9277,12.437456,3.7567122,921.6443,46.082214
14.765452,1.3997474,0.03515583,0.18667246,0.27664983,10.7528305,4.0,80.0,50.0,0.5190917,2.7563035,2.934993,0.9745199,349.93683,17.496841
11.978675,0.74210536,0.019452278,0.17331275,0.23280703,8.330889,4.0,80.0,50.0,0.2330125,2.0760572,1.2055675,0.79059255,185.52634,9.276318
28.69941,2.9332592,0.031913552,0.24412437,0.37888396,15.334345,4.0,80.0,50.0,0.9159002,7.006225,8.771024,1.894161,733.3148,36.66574
22.344559,0.5838329,0.04837428,0.10629621,0.22225553,7.66145,4.0,80.0,50.0,1.080902,2.3751419,0.87223625,1.4747409,145.95822,7.297911
17.353996,1.116688,0.028843535,0.1289752,0.2577792,9.765055,4.0,80.0,50.0,0.50055057,2.2382352,2.1263812,1.1453638,279.172,13.958599
42.485046,3.279845,0.012643397,0.26800236,0.40198967,16.255991,4.0,80.0,50.0,0.5371553,11.386093,10.39684,2.804013,819.96124,40.998062
50.30848,2.4518585,0.014080623,0.22892775,0.34679058,13.997649,4.0,80.0,50.0,0.70837474,11.517008,6.69245,3.3203597,612.96466,30.648232
49.56166,3.7528012,0.015490647,0.28729707,0.43352008,17.467903,4.0,80.0,50.0,0.7677422,14.238921,12.782947,3.2710698,938.2003,46.910015
31.269064,1.5593227,0.047548622,0.16448343,0.2872882,11.282933,4.0,80.0,50.0,1.4868009,5.143243,3.4307783,2.0637581,389.8307,19.491533
50.89645,2.150919,0.02682,0.15811883,0.32672793,13.121956,4.0,80.0,50.0,1.3650428,8.047688,5.5037313,3.3591657,537.72974,26.886486
37.712986,2.8408194,0.042600233,0.20792678,0.37272128,15.08311,4.0,80.0,50.0,1.6065819,7.84154,8.355436,2.489057,710.20483,35.510242
26.968557,1.2054513,0.044967525,0.14953014,0.26369676,10.082132,4.0,80.0,50.0,1.2127093,4.0326123,2.3699362,1.7799249,301.36282,15.068141
55.71626,3.3807085,0.016484322,0.26113588,0.40871388,16.518621,4.0,80.0,50.0,0.9184448,14.549514,10.889705,3.677273,845.17706,42.258854
55.230164,2.4259243,0.03626562,0.22482367,0.34506163,13.923508,4.0,80.0,50.0,2.002956,12.4170475,6.5865884,3.6451907,606.4811,30.324055
20.880001,0.6944908,0.035704583,0.17295198,0.22963272,8.134449,4.0,80.0,50.0,0.7455117,3.6112375,1.1016135,1.37808,173.6227,8.681135
50.15011,3.2162116,0.027804099,0.19366904,0.39774743,16.089054,4.0,80.0,50.0,1.3943785,9.7125225,10.090432,3.3099072,804.0529,40.202644
38.61,0.99018514,0.027400477,0.1630676,0.24934568,9.299716,4.0,80.0,50.0,1.0579324,6.2960396,1.795646,2.54826,247.54628,12.377315
24.332079,2.0968707,0.012075188,0.19542138,0.3231247,12.960893,4.0,80.0,50.0,0.29381445,4.7550087,5.2995768,1.6059172,524.21765,26.210884
28.930483,2.3627536,0.035741713,0.23393218,0.34085023,13.741908,4.0,80.0,50.0,1.0340251,6.7677712,6.331405,1.9094119,590.6884,29.534422
24.707367,1.5315416,0.01951273,0.15962084,0.2854361,11.191861,4.0,80.0,50.0,0.48210818,3.9438105,3.342456,1.6306863,382.8854,19.14427
56.989025,3.3290467,0.019764453,0.2680035,0.4052698,16.384403,4.0,80.0,50.0,1.1263568,15.273257,10.636167,3.7612755,832.2617,41.613087
23.99913,3.158159,0.035970435,0.2015028,0.39387727,15.935893,4.0,80.0,50.0,0.86325914,4.8358917,9.813976,1.5839425,789.5398,39.47699
49.03582,1.7221268,0.025034832,0.15747711,0.2981418,11.807225,4.0,80.0,50.0,1.2276036,7.722019,3.9650404,3.2363641,430.5317,21.526587
38.62263,2.5636995,0.03510552,0.2294499,0.35424665,14.314735,4.0,80.0,50.0,1.3558675,8.8619585,7.156243,2.5490937,640.92487,32.046246
56.61157,3.90839,0.038360693,0.2732089,0.44389266,17.856375,4.0,80.0,50.0,2.171659,15.466784,13.608988,3.7363636,977.09753,48.854877
23.033758,2.1206243,0.02502696,0.1635357,0.32470828,13.03183,4.0,80.0,50.0,0.57646495,3.7668414,5.3889446,1.520228,530.15607,26.507803
14.317997,1.7433406,0.0480149,0.15059198,0.29955605,11.874422,4.0,80.0,50.0,0.68747723,2.1561756,4.0367265,0.9449878,435.83514,21.791758
29.88847,2.3310661,0.024232518,0.20404258,0.33873776,13.650268,4.0,80.0,50.0,0.7242729,6.0985208,6.204837,1.9726391,582.76654,29.138327
18.8545,0.56971496,0.021193234,0.15289822,0.22131433,7.5992455,4.0,80.0,50.0,0.39958784,2.8828194,0.84423375,1.2443969,142.42874,7.121437
24.02457,2.6275334,0.013045873,0.23639143,0.3585022,14.493851,4.0,80.0,50.0,0.3134215,5.6792026,7.4262,1.5856217,656.88336,32.844166
22.647661,2.1039143,0.03807289,0.15620624,0.32359427,12.981952,4.0,80.0,50.0,0.86226195,3.5377057,5.3260183,1.4947456,525.9786,26.298927
47.23302,1.680347,0.010711924,0.16943151,0.29535645,11.674152,4.0,80.0,50.0,0.50595653,8.002762,3.825242,3.1173792,420.08673,21.004337
23.456179,2.4731712,0.021881014,0.17474376,0.3482114,14.058403,4.0,80.0,50.0,0.513245,4.0988207,6.7799234,1.5481077,618.2928,30.91464
26.308939,3.1029594,0.019863391,0.21099567,0.3901973,15.789473,4.0,80.0,50.0,0.52258474,5.551072,9.553848,1.7363899,775.73987,38.786995
19.289812,1.7368916,0.031762578,0.17193013,0.29912612,11.85402,4.0,80.0,50.0,0.6126941,3.3164997,4.014884,1.2731276,434.2229,21.711145
55.946938,3.1443987,0.029445512,0.24436276,0.39295992,15.899466,4.0,80.0,50.0,1.6473863,13.671349,9.74888,3.692498,786.0997,39.304985
46.193848,0.73225075,0.04314913,0.12779717,0.23215005,8.29055,4.0,80.0,50.0,1.9932243,5.903443,1.1837986,3.0487938,183.0627,9.153134
16.275787,0.66410285,0.020691471,0.14064838,0.22760686,8.006968,4.0,80.0,50.0,0.33677,2.289163,1.0369028,1.0742021,166.02571,8.301286
18.698214,0.86365616,0.018471947,0.113924764,0.24091041,8.816036,4.0,80.0,50.0,0.3453924,2.1301894,1.4847347,1.234082,215.91403,10.795702
14.228094,0.82306457,0.015006639,0.1504022,0.2382043,8.656449,4.0,80.0,50.0,0.21351588,2.1399367,1.3893392,0.9390542,205.76614,10.288307
17.747538,0.67450124,0.04205409,0.15998779,0.22830008,8.050784,4.0,80.0,50.0,0.7463565,2.839389,1.0589014,1.1713375,168.62532,8.431266
46.794884,3.1004214,0.047311768,0.23940971,0.3900281,15.7827215,4.0,80.0,50.0,2.2139485,11.20315,9.541952,3.0884624,775.10535,38.75527
29.24114,1.4875753,0.03270672,0.13891248,0.28250504,11.04671,4.0,80.0,50.0,0.95638174,4.0619593,3.2043984,1.9299153,371.89383,18.594692
9.436531,0.31230876,0.04267408,0.13698602,0.20415391,6.36298,4.0,80.0,50.0,0.40269527,1.2926728,0.3875068,0.622811,78.07719,3.9038594
48.273888,1.5363538,0.04528436,0.1773704,0.28575692,11.207671,4.0,80.0,50.0,2.186052,8.562359,3.3576949,3.1860764,384.08844,19.204422
40.115597,3.6493354,0.02890375,0.27169928,0.42662236,17.206896,4.0,80.0,50.0,1.1594913,10.89938,12.244779,2.6476295,912.33386,45.61669
43.145634,2.5239635,0.02775515,0.17800188,0.35159755,14.202562,4.0,80.0,50.0,1.1975136,7.680004,6.9901156,2.847612,630.99084,31.549541
48.07215,3.8617396,0.028026793,0.2563533,0.44078264,17.740395,4.0,80.0,50.0,1.3473083,12.323454,13.359213,3.172762,965.43494,48.271744
51.55919,3.6042142,0.04356163,0.26906797,0.42361426,17.092379,4.0,80.0,50.0,2.2460024,13.872927,12.012895,3.4029064,901.0535,45.052677
37.901234,1.6040734,0.028822841,0.17030933,0.29027155,11.428619,4.0,80.0,50.0,1.0924213,6.4549336,3.574807,2.5014815,401.01834,20.050917
62.581764,3.443829,0.031751737,0.21823744,0.41292194,16.68178,4.0,80.0,50.0,1.9870797,13.657684,11.202594,4.1303964,860.9573,43.047863
9.614133,1.8983848,0.010345532,0.14679529,0.30989233,12.358341,4.0,80.0,50.0,0.09946332,1.4113094,4.574873,0.63453275,474.5962,23.72981
12.843485,1.8357115,0.0104907425,0.16326249,0.3057141,12.164211,4.0,80.0,50.0,0.13473769,2.0968592,4.3543463,0.84766996,458.92786,22.946394
53.463535,2.2155004,0.015592438,0.21546076,0.33103335,13.312824,4.0,80.0,50.0,0.83362687,11.519294,5.7514405,3.5285933,553.87506,27.693754
39.38417,1.8045468,0.025117058,0.18925874,0.30363646,12.06694,4.0,80.0,50.0,0.9892145,7.4537983,4.246195,2.5993552,451.13672,22.556835
20.79478,0.51759714,0.046647754,0.10709301,0.2178398,7.3654675,4.0,80.0,50.0,0.97002983,2.2269754,0.7434073,1.3724555,129.39929,6.4699645
41.58988,2.914594,0.039099872,0.25808895,0.3776396,15.28381,4.0,80.0,50.0,1.6261591,10.733889,8.68649,2.7449322,728.6485,36.432426
42.843796,1.6256387,0.043506794,0.20460188,0.29170924,11.498388,4.0,80.0,50.0,1.8639961,8.765921,3.6449842,2.8276904,406.4097,20.320484
32.251232,1.0614202,0.029011218,0.12783074,0.2540947,9.563809,4.0,80.0,50.0,0.9356475,4.122699,1.9794879,2.1285813,265.35504,13.267752
39.580204,1.354412,0.016899832,0.1575609,0.27362746,10.598978,4.0,80.0,50.0,0.66889876,6.236292,2.7992997,2.6122932,338.603,16.93015
58.975025,2.4653032,0.010045316,0.22850578,0.3476869,14.035993,4.0,80.0,50.0,0.5924228,13.476134,6.747581,3.8923519,616.3258,30.81629
49.54812,2.4180028,0.04988836,0.17896919,0.34453353,13.900814,4.0,80.0,50.0,2.4718745,8.867586,6.5543804,3.2701757,604.50073,30.225037
38.528187,1.6272006,0.03125148,0.16104206,0.29181337,11.50343,4.0,80.0,50.0,1.2040628,6.2046585,3.650086,2.5428603,406.80014,20.340008
18.78333,2.3378067,0.04284974,0.22821479,0.33918712,13.669792,4.0,80.0,50.0,0.80486083,4.286634,6.23168,1.2396998,584.45166,29.222584
62.68524,2.6161575,0.025974175,0.2318403,0.35774383,14.462028,4.0,80.0,50.0,1.6281974,14.532965,7.377814,4.137226,654.03937,32.70197
29.54763,1.9426315,0.012124107,0.1814706,0.3128421,12.494238,4.0,80.0,50.0,0.35823864,5.362026,4.732981,1.9501436,485.65787,24.282894
59.109074,3.5200493,0.03853317,0.23381013,0.4180033,16.87761,4.0,80.0,50.0,2.2776601,13.8203,11.584953,3.901199,880.0123,44.000618
28.733767,0.7167416,0.027926601,0.10886245,0.2311161,8.226734,4.0,80.0,50.0,0.8024364,3.1280282,1.1498064,1.8964286,179.1854,8.9592705
38.38956,3.3153036,0.026352353,0.2168786,0.4043536,16.348593,4.0,80.0,50.0,1.0116553,8.325874,10.569106,2.533711,828.8259,41.441296
34.42056,2.4222019,0.026459323,0.2092105,0.34481347,13.912846,4.0,80.0,50.0,0.9107447,7.2011423,6.571446,2.271757,605.5505,30.277523
54.72318,3.4702585,0.013779202,0.23065922,0.41468388,16.74983,4.0,80.0,50.0,0.75404173,12.622405,11.334617,3.6117299,867.5646,43.37823
9.111382,0.5343357,0.034364667,0.16724724,0.21895571,7.441288,4.0,80.0,50.0,0.31310958,1.5238534,0.7753484,0.6013512,133.58392,6.679196
12.951217,0.9829531,0.04797602,0.17382836,0.24886353,9.272591,4.0,80.0,50.0,0.62134784,2.2512887,1.7773317,0.85478026,245.73827,12.286914
22.023813,0.83078116,0.02621174,0.15351464,0.23871875,8.686966,4.0,80.0,50.0,0.5772825,3.3809776,1.4073086,1.4535717,207.69528,10.384765
51.970364,3.0412314,0.037463296,0.21897386,0.38608208,15.624806,4.0,80.0,50.0,1.9469811,11.380151,9.266137,3.430044,760.3078,38.015392
41.640884,2.48231,0.010576428,0.17801216,0.3488207,14.084407,4.0,80.0,50.0,0.4404118,7.4125843,6.8175635,2.7482984,620.5775,31.028875
42.897266,1.4224664,0.037616994,0.16810802,0.27816442,10.829368,4.0,80.0,50.0,1.6136663,7.2113748,3.0038602,2.8312197,355.61658,17.780828
28.08174,2.825586,0.031745315,0.19869643,0.37170574,15.041475,4.0,80.0,50.0,0.8914637,5.5797415,8.287692,1.8533947,706.39655,35.319828
52.717735,2.365941,0.038307164,0.17879717,0.34106275,13.751105,4.0,80.0,50.0,2.0194669,9.425782,6.3441896,3.4793706,591.4853,29.574265
62.96333,3.648433,0.013623529,0.27261344,0.4265622,17.20461,4.0,80.0,50.0,0.8577828,17.16465,12.240124,4.1555796,912.1082,45.60541
17.408257,1.2969815,0.021867236,0.14592125,0.26979876,10.401839,4.0,80.0,50.0,0.38067043,2.5402343,2.6307433,1.148945,324.24536,16.212267
27.3676,1.0954442,0.04822351,0.1791886,0.25636294,9.688062,4.0,80.0,50.0,1.3197618,4.903962,2.0694823,1.8062617,273.86105,13.693052
33.215168,1.2303907,0.024449421,0.17660737,0.26535937,10.169944,4.0,80.0,50.0,0.8120916,5.866043,2.4400358,2.192201,307.59766,15.379883
30.80069,2.0225518,0.010915291,0.1702926,0.31817013,12.737373,4.0,80.0,50.0,0.33619848,5.2451296,5.0235896,2.0328455,505.63797,25.281898
57.121777,1.931857,0.01632124,0.15175906,0.3121238,12.461232,4.0,80.0,50.0,0.93229824,8.668747,4.694297,3.7700374,482.96423,24.148212
16.428673,0.85680926,0.014362413,0.10807646,0.24045394,8.789278,4.0,80.0,50.0,0.2359554,1.7755529,1.4684932,1.0842924,214.20232,10.710115
18.607145,0.6936726,0.023346461,0.14271103,0.22957817,8.131039,4.0,80.0,50.0,0.43441102,2.6554449,1.0998544,1.2280716,173.41814,8.670907
49.64366,2.622371,0.016673269,0.17856854,0.35815805,14.479414,4.0,80.0,50.0,0.82772213,8.864796,7.404227,3.2764816,655.5927,32.779636
39.812786,3.4777033,0.046178587,0.22147319,0.4151802,16.76897,4.0,80.0,50.0,1.8384982,8.817465,11.371913,2.6276438,869.42584,43.47129
